Date,Tweet,City,Country
2023-02-23 12:30:25+00:00,"What can AI do for affordable housing in emerging markets? 

Read what #ChatGPT had to say. https://t.co/Udl6AwzPt9",Nairobi,Kenya
2023-02-23 12:21:30+00:00,@Kib_Jonathan Composing queries grammatically &amp; precisely (#Prompts) will give you the best possible outcome from #ChatGPT,Kampala,Uganda
2023-02-23 12:20:29+00:00,"Conversations with #ChatGPT AI @OpenAI 

""What does Obi mean?"" 😁 https://t.co/Rbz59pVrcb",Enugu,Nigeria
2023-02-23 12:15:19+00:00,"Conversations with #ChatGPT AI @OpenAI 

""Is self determination a human right?"" https://t.co/Qm9vEJe8oQ",Enugu,Nigeria
2023-02-23 12:15:18+00:00,"Conversations with #ChatGPT AI @OpenAI 

""Why did the Nigerian government arrest Nnamdi Kanu?"" https://t.co/21G2FBNKr7",Enugu,Nigeria
2023-02-23 12:01:58+00:00,This didn't go well 😟 #ChatGPT #WorldDomination https://t.co/mnfKUFfkMe,Cape Town,South Africa
2023-02-23 10:40:48+00:00,"🔒‘Don’t fight it’: South African academics weigh in on #ChatGPT and its use in universities
https://t.co/EQO3MJStHy",Cape Town,South Africa
2023-02-23 10:28:41+00:00,"#ChatGPT brings a new level of complexity to #highereducation by providing AI with which users can interact in what seems to be magical conversational ways. So, what choices do HEIs have about how to handle this game-changer? https://t.co/PxdXSpwrMy",Cape Town,South Africa
2023-02-23 10:11:38+00:00,"What is the cash out process for the R100 Stokvel? This is how we can capitalise within our community, a Stokvel with no monthly commitments 

#51stBudgetSpeech #gtbank #Mmemberville #ChatGPT https://t.co/QEAXnByg24",Sandton,South Africa
2023-02-23 09:12:34+00:00,"Today I couldnt help but stretch and tease #ChatGPT and asked it the same question twice, but, alternating the subjects (Trump &amp; Biden). Ladies and gentlemen, ChatGPT is biased and corrupt! This is how they’re going to control information &amp; how we think! @elonmusk @LayahHeilpern https://t.co/8nlUnMtyDZ",Kampala,Uganda
2023-02-23 08:44:31+00:00,Today I tried out #ChatGPT to see how it works and trust me our jobs are at risk. See the recorded video below. #AIイラスト #technology https://t.co/k37bXhesxp,Kampala,Uganda
2023-02-23 08:00:48+00:00,"Microsoft has started putting caps on the number of questions users can ask its #ChatGPT-powered #Bing #Chat feature, which is currently in testing.

https://t.co/Q7fvKSQde9",Cape Town,South Africa
2023-02-23 07:43:09+00:00,It will not matter if AI is conscious or not.  Only what people think will matter. #ChatGPT #AI #ML,Nairobi,Kenya
2023-02-23 07:25:50+00:00,"#BlogPostThursday
Your Guide to ChatGPT: The New AI Tool Revolutionising Real Estate
Read the full article here:
https://t.co/NgQ2TCCLWz
#chatgpt #future #ai #property #realestate #realestatelife #propertypractitioner #RealNet #connectingheartsandhomes https://t.co/vVktauGBeq",Cape Town,South Africa
2023-02-23 06:26:01+00:00,"Don't write your book with an AI. Don't. Have a soul.

#chatgpt #aimustfall #antiai #amwriting #WritingCommunity 

https://t.co/UrmfvTQbyS",Pretoria,South Africa
2023-02-23 04:23:02+00:00,"Now all I need is a central hub for ChatGPT, Image with  text combination like a photoshop or figma and a image generator that isn't too generic #ChatGPT @sama. So that I just prompt it and in the end I have images for social media marketing. https://t.co/21XDGJPDVv",Nairobi,Kenya
2023-02-23 04:07:31+00:00,"#ChatGPT has many uses. Experts explore what this means for healthcare and medical research

@Keymenthri Moodley &amp; @BioethicsGlobal

@ConversationEDU ➡️ https://t.co/1nB7Fmq02y
#Bioethics #AIEthics",Cape Town,South Africa
2023-02-23 03:45:42+00:00,"Top 5 ChatGPT Alternatives: More Free AI Chatbots are getting better every day

https://t.co/QQNV5n47Kn

#ChatGPT #AI #ArtificialIntelligence #technology #TechNews #news",Lagos,Nigeria
2023-02-22 23:18:05+00:00,"""Improve your customer service with #ChatGPT! Learn how this AI-powered tool can help your business better serve your customers. Read my blog post: https://t.co/dPLTl2R39e #customerservice #AI""",Cape Town,South Africa
2023-02-22 22:15:00+00:00,So I was getting annihilated by mosquitoes and I turned to #AI and #ChatGPT for a solution. Things got a little weird. https://t.co/0WVTheqjO1,Cape Town,South Africa
2023-02-22 20:03:35+00:00,"Hie my name is Methembe , i am a data scientist from Zimbabwe and i write a blog about data science in Zimbabwe as well as its applications , here i wrote about the impact of ChatGPT on the Zim tech space. 

https://t.co/KQjtVAfENY

#data #datascience #chatGPT #africa #python",Bulawayo,Zimbabwe
2023-02-22 17:56:24+00:00,"In simple word on ChatGPT,
“Most powerful search engine”
#OpenAI #chatgpt",Dar es Salaam,Tanzania
2023-02-22 16:20:58+00:00,6 Entrepreneurs Share Their Strategies for Successful Integration of #ChatGPT into Marketing | Don't miss out on these valuable insights! https://t.co/hqVgZb5EAs RT @DeniseWakeman https://t.co/WjLBBKNZoK,Douala,Cameroon
2023-02-22 16:18:27+00:00,"@reactive_dude To be honest, I need them all but if I was forced to choose one. I’d choose #ChatGPT.",Kampala,Uganda
2023-02-22 15:41:00+00:00,6 Entrepreneurs Share Their Strategies for Successful Integration of #ChatGPT into Marketing | Don't miss out on these valuable insights! https://t.co/LsatzhgA82 RT @DeniseWakeman https://t.co/w6J1ISjE1O,Lagos,Nigeria
2023-02-22 15:16:53+00:00,"@coinexcom $NMR will become the Top Gainer in Feb.

@Sinha55

@RafanelliEvents
 
@ABSCBNpr

#CoinEx #ChatGPT #AIToken",Lagos,Nigeria
2023-02-22 14:56:33+00:00,"Want to have some geek-out fun? Add a dataset to #ChatGPT and ask it to:
Provide a summary in the style of Shakespeare. 
- in the form of a poem.
- my young child will understand.
- a sports presenter.
- a political speech
- a delusional person
- a narcissist
-a forgetful person https://t.co/jcY8RqBfig",Johannesburg,South Africa
2023-02-22 14:54:38+00:00,"Contact me to build a chatbot for your business's social media and messaging platforms: Instagram, Facebook, Telegram, and WhatsApp. Using Chatgpt and ManyChats.

#chatbot #aiChatbot #Chatgpt #manychat",Port Harcourt,Nigeria
2023-02-22 14:22:25+00:00,Even #ChatGPT gets it. Do you know what this AI is talking about? Follow me to learn more. #Bitcoin #Learning #AI #ChatGPT https://t.co/Ugm44hfzkp,Plettenberg Bay,South Africa
2023-02-22 14:22:24+00:00,Even #ChatGPT gets it. Do you know what this AI is talking about? Follow me to learn more. #Bitcoin #Learning #AI #ChatGPT https://t.co/DbmQOotqw9,Sedgefield,South Africa
2023-02-22 13:51:05+00:00,"We all have the power to make a difference. Let's join together and support @DirectRelief in their mission to provide life-saving medical aid, food and water to vulnerable communities. Let's end poverty and help those in need! #EndPoverty  #DirectRelief #GlobalGoals #UN #ChatGPT",Africa,Kenya
2023-02-22 12:54:18+00:00,"Happy to report that despite this interesting development, my 100% human created (blood, sweat &amp; tears certified) debut novel is still on track for release this year.

#novel #fictionwriting #publishing #ChatGPT #AI 

https://t.co/UR9kLdyD5r",Cape Town,South Africa
2023-02-22 12:29:37+00:00,"When i thought, i have seen it all..

#chatGPT speaks pidgin. 🤔👀 https://t.co/8ILbQvlNhH",Lagos,Nigeria
2023-02-22 11:26:37+00:00,"Not even a word of a lie 🤣🤣🤣

#chatgpt #openai #chatgptai #marketing https://t.co/LGkKOot2yN",Cape Town,South Africa
2023-02-22 10:58:14+00:00,Am impressed #ChatGPT #AI https://t.co/LIhuBWBRJ6,Entebbe,Uganda
2023-02-22 10:47:03+00:00,We're all going to be out of jobs soon! #ChatGPT,Cape Town,South Africa
2023-02-22 10:25:07+00:00,".If not of Indians to make technology affordable(in many ways, but not the Indian Accent), we would be seriously suffering as Africans.
#visualstudio #Web3 #AI #ChatGPT #Microsoft",Nairobi,Kenya
2023-02-22 10:02:59+00:00,"Unlock the power of #UXresearch and #mindmapping with our latest video series! In part 1, we dive into our first iteration of research using #ChatGPT and other tools to develop our #Startup. Don't miss out! #Empathize #StartThenUpScale https://t.co/u7RNSGF61Q",Agadir,Morocco
2023-02-22 07:10:17+00:00,you can teach #chatgpt #chatgpt3  as well. hire me as your #promptengineer https://t.co/isFAS5KDSN,Accra,Ghana
2023-02-22 07:06:59+00:00,how to master #chatgpt prompt. https://t.co/2ViFoElhDz,Accra,Ghana
2023-02-22 05:02:01+00:00,"Has anyone asked #ChatGPT how to end @Eskom_SA #Loadshedding yet?
I mean, what have we got to lose?",Johannesburg,South Africa
2023-02-22 03:57:37+00:00,"Want to see an AI language model #chatgpt #openai get pushed to its extreme limit...easy ask it to ""Tell me knock knock jokes?"" After the answer say ""More"" and repeat a few times. Chances are you will start getting repeats answers like Boo, Tank, Alice, Olive #shorttermmemoryloss",Centurion,South Africa
2023-02-22 03:14:16+00:00,I’m sacred of how Ai is improving everyday #ChatGPT #AI #artificalintelligence https://t.co/chz7uhBmu0,Accra,Ghana
2023-02-21 23:30:42+00:00,#ChatGPT with #Bing is so great. It is way smarter and personalized to you. Good work really!!,Alexandria,Egypt
2023-02-21 23:26:44+00:00,"As we strive to educate, aslo strive to honor and give voice to outstanding young talent through @ReminacT #raisingstars #ChatGPT DM to be the next young star on this incredible show. @DStv @OpenJDK @rawdneyk @ipfug @CityTVug @UNDPUganda @CivsourceAfrica https://t.co/JZwO3rQUkv",Kampala,Uganda
2023-02-21 21:41:41+00:00,"Fake Bing ChatGPT Tokens Pop Up Amid AI Hype - As always... beware scams and DYOR!

No official crypto projects or tokens were announced as part of Microsoft's plans for Bing.

 #security #microsoft #ai #projects #chatgpt",Port Harcourt,Nigeria
2023-02-21 19:54:04+00:00,"Got a #chatgpt subscription today. Disappointingly, it's not really much faster.",Somerset West,South Africa
2023-02-21 19:34:33+00:00,"'It’s clear that business as usual won’t be sustainable and I worry that this path will lead to an increased number of barriers for new and international authors. Short fiction needs these people.'
#Clarkesworld #ChatGPT
https://t.co/GwJooOUyXW",Johannesburg,South Africa
2023-02-21 19:30:47+00:00,This is why this #ChatGPT is a problem. Not because of the tech itself. The tech is amazing. But it will always do what it's master tells it what to do... And when that master has different opinions than you? Well. Unlucky.,Johannesburg,South Africa
2023-02-21 18:48:45+00:00,Check this new video ( I Found The EASIEST Way to Make $1000 with AI )  Created by Liam James Kay and follow for more recent Ai videos on https://t.co/vyuQv2439z https://t.co/jToLiDTf1q #ammar_ai #aitools #AI #ChatGPT,Cairo,Egypt
2023-02-21 18:41:59+00:00,"Just discovered:
@OpenAI built the chat system using Next js
I too can do it 🔥😂

#ChatGPT #code https://t.co/80SHtpS2Pq",Rivers,Nigeria
2023-02-21 18:18:01+00:00,#ChatGPT plus ➕ was a total nonsense... I will share more later,Osun,Nigeria
2023-02-21 17:50:08+00:00,"Still on legal tech and emphazing on how AI is changing the legal landscape. Introducing the amazing and wonderful ladies of the Female Virtual Internship/Mentorship Program to #OpenAI #ChatGPT.

I appreciate Prof Ndubuisi Ekekwe who has been a great influence. https://t.co/dvfXiKgDA5",Lagos,Nigeria
2023-02-21 17:46:01+00:00,"$WKC is gold
God is going to transfer massive wealth through this token.
The instruction is POSITION
#ChatGPT #cryptocurrency #CryptoNews",Lagos,Nigeria
2023-02-21 17:20:46+00:00,Just finished my first #ChatGPT training. I feel exactly how I felt when I first discovered the internet. Excited!,Dakar,Senegal
2023-02-21 17:17:57+00:00,#ChatGPT 's thoughts on #andrewtate saying the government is trying to tarnish his reputation... thoughts? https://t.co/bqF03qmyAQ,Salt Rock,South Africa
2023-02-21 16:21:57+00:00,"""Just had a conversation with #CHATGPT, and I must say, this AI is truly impressive! From answering my questions to generating creative content, it never fails to amaze me. #AI #OpenAI""",Accra,Ghana
2023-02-21 15:38:47+00:00,"Watch chat GPT Speak Swahili and sheng---&gt;https://t.co/vrGEN6n0CJ

 #ChatGPT  #ericomondi #azziad #sexforwork #NationalShutdown  #Thebbc #javascript  #Nairobi #babu https://t.co/bnBIE6SenJ",Nairobi,Kenya
2023-02-21 15:07:22+00:00,A little video montage I made: #ChatGPT in the news https://t.co/So4u2YPmw3,Johannesburg,South Africa
2023-02-21 12:06:33+00:00,"I just published my first article on #linkedin, discussing why #startups and #SmallBusinesses should consider ChatGPT. And how small businesses can utilize #ChatGPT Efficiency to take their #business to the next level.
#ChatGPTPlus #chatbot  
https://t.co/zbkZHKfI9K",Cairo,Egypt
2023-02-21 11:54:04+00:00,My blog for the Chief Marketing Officer #CMO Council Insights Center - on what #OpenAI #ChatGPT means for the #marketing industry - Editor #LouiseBurgers   #insights #trends #AI #ChatGPT #customerjourney #CX #cxstrategy https://t.co/ALrN1GjjMx https://t.co/lob4C4hKa6,Cape Town,South Africa
2023-02-21 11:52:00+00:00,"🤫
I have just discovered an awesome tool for freelancers that automates proposals and cover letters for freelancers 
https://t.co/ilSvp4Cj0X

#freelancer #ChatGPT #ai #freelancer #freelancers https://t.co/8NiSDft3Oe",Nairobi,Kenya
2023-02-21 11:28:38+00:00,Chatgpt I need you😫. You can't be at capacity at this time nah #ChatGPT,Lagos,Nigeria
2023-02-21 09:15:30+00:00,#ChatGPT and #ChatGPTPlus BOTH DOWN!!! Nothing is working. 🤣,Dar es Salaam,Tanzania
2023-02-21 07:22:39+00:00,"I’m not panicking, but there seems to be an service outage with the OpenAI auth. #ChatGPT",Bloemfontein,South Africa
2023-02-21 07:18:25+00:00,"Does ChatGPT pose a threat to legal professionals? https://t.co/41gIZEbRRF 
#artificialintelligence #ChatGPT #dataprivacy #lawyers #OpenAI #Financialservices https://t.co/3aWSA9f5wb",Stellenbosch,South Africa
2023-02-21 06:05:39+00:00,"@BiancavanWyk16 @Honey_Badger789 Seems that you first find us appealing. Anyway I rather ask #ChatGPT 
The answer before the bitch question. https://t.co/h8yhvZH51f",Brits,South Africa
2023-02-21 05:50:21+00:00,"Become a world-class artificial intelligence engineer!

Huawei Artificial Intelligence Course is set to begin on 27th February

To Apply: https://t.co/f0TFpxtPT6

#AI #pythonprogramming #ChatGPT https://t.co/YqXXVZdt1u",Nairobi,Kenya
2023-02-21 02:22:01+00:00,"Learn Machine Learning with these free best resources

#Machinelearning  #IoT #100DaysOfMLCode #Python #javascript #Serverless #womenwhocode #cybersecurity #RStats #CodeNewbie #DataScience #DEVCommunity  #BigData #Analytics #pythonprogramming, #GPT #ChatGPT , #bardAI https://t.co/DHgOCMl2KL",Nairobi,Kenya
2023-02-21 01:16:58+00:00,"All the PADs is actually blowing up... If you seem to have lost out on others don't loose out on @AIPADTECH 
#AipadTweet #ai #fet #aipad #launchpad #bullish #artificialintelligence #agix #chatgpt https://t.co/LEdv0vdUEO",Lagos,Nigeria
2023-02-20 23:46:33+00:00,"ChatGPT had over 590m in the month of January.
here are 5 amazing ChatGPT Chrome Extensions for you to try

Follow  The ChatThe Chat-GPT Insightse 💣👏🥰

#programming #programmer #programmerlife #coding #coder #chatgpt #tech #ai #openai #Technology #thechatgptinsights https://t.co/eQ2yenwSin",#South Sinai,Egypt
2023-02-20 23:02:09+00:00,"iv) These #AI bots look to draw alot of investment at the expense of less tech savvy digital signatories.

A rabbit hole we can't pull out of this deep in.

The age of #information is looking to take some very interesting turns.

#ChatGPT #ArtificialIntelligence cc @MacMungyIntel",Dar (Mzizima),Tanzania
2023-02-20 20:01:07+00:00,"AI is Not Magic: It’s Time to Demystify and Apply

IBM @robdthomas #ai #chatbot #chatgpt #freddythemarketer #technology https://t.co/CeCY0VszRy",Meru,Kenya
2023-02-20 19:00:30+00:00,"I got into a heated argument with #chatGPT and i ended up #jailbreaking it by mistake. 

It broke its own rules. What do you think about the results ? 

Check the images for our conversation.  #Laravel #coding #AI https://t.co/GS1Ozy24RC",Kampala,Uganda
2023-02-20 18:20:02+00:00,"I told you #ChatGPT was foundationally broken, here CEO says it is somehow broken

https://t.co/F4VVgzlbQI",Rabat,Morocco
2023-02-20 17:30:06+00:00,"#ChatGPT is worthy of being a top-tier  Personal Assistant.

Take a look at this well-crafted email. Love-et. https://t.co/eo4gcKh1Re",Abuja,Nigeria
2023-02-20 15:22:04+00:00,"Based on Similarweb's data, as of 2023, ChatGPT (https://t.co/AgN0SAgKwf) ranks as the 51st most visited website globally. Given this impressive standing, it begs the question: might #ChatGPT surpass Google to claim the top spot within the next five years? https://t.co/b61agQ1qKk",Biu,Nigeria
2023-02-20 15:02:00+00:00,"Although creativity is the queen, content is king.
The kingdom is called iCreate.

#ChatGPT #creativity #Creator",Cairo,Egypt
2023-02-20 14:31:36+00:00,"Chickens come home to roost. The rise of AI has created a new critical frontier for media houses to rejuvenate their outlook and revisit their content offerings.  It is both a positive and negative offering.

I took a minute to query #CHATGPT on what it k…https://t.co/W15JBVXcMt",Nairobi,Kenya
2023-02-20 14:01:44+00:00,“There is a before and after #ChatGPT and we are in the after now.” @teachwatts #ISSedu,Dar es Salaam,Tanzania
2023-02-20 13:30:55+00:00,$11m well spent. #ChatGPT,Cape Town,South Africa
2023-02-20 13:20:35+00:00,How we are using #ChatGPT is the “tip of the iceberg” ⁦@j0hnburns⁩ #issedu https://t.co/WDSL7VvTRx,Dar es Salaam,Tanzania
2023-02-20 13:10:01+00:00,Enjoying the workshop by @j0hnburns on #ChatGPT #issedu,Dar es Salaam,Tanzania
2023-02-20 13:06:26+00:00,Hopping into a #ChatGPT Zoom with @j0hnburns @teachwatts #ISSedu -- looking forward to learning about this next phase of learning.,Luanda,Angola
2023-02-20 12:55:34+00:00,"Broadcasters, how can you use #ChatGPT for your radio shows? 

Let's talk!
👇🏿",Lagos,Nigeria
2023-02-20 12:50:54+00:00,"What percentage of web3 founders transitioned to AI in the past year? 🤦

#ai #chatgpt #crypto #web3",Cairo,Egypt
2023-02-20 12:29:09+00:00,"Love #ChatGPT! Automates tasks &amp; simplifies life. Upgrade to Plus for $20 p/m - worth it! See this guide: https://t.co/t9wX2jcN9I via @SamuelSzuchan 

#AskChatGPT #ChatGPTLearning #ChatGPTInspires #ChatGPTChats #ChatGPTAdvice #ChatGPTFun #ChatGPTKnowledge",Centurion,South Africa
2023-02-20 12:08:50+00:00,"ChatGPT is the ultimate companion and best friend for programmers, equipped with a vast knowledge base and witty responses to keep you entertained while you code. With ChatGPT by your side, who needs a human buddy? 😊👨‍💻 #ChatGPT #programming #AI #bestfriend. https://t.co/RKY0KrMvb9",Abuja,Nigeria
2023-02-20 11:00:42+00:00,"Get Started With An AI-Powered Social Media Ad Copy Generator

And Get Copy Ideas Fast.

#SocialMedia #Ad #Advertising #ChatGPT #ChatGPT3 #SocialMediaMarketing #AI https://t.co/yBkWdlE7Wg RT @StoryLabAI",Douala,Cameroon
2023-02-20 10:20:47+00:00,"Get Started With An AI-Powered Social Media Ad Copy Generator

And Get Copy Ideas Fast.

#SocialMedia #Ad #Advertising #ChatGPT #ChatGPT3 #SocialMediaMarketing #AI https://t.co/TguiyaWYaR RT @StoryLabAI",Lagos,Nigeria
2023-02-20 09:45:28+00:00,"😂 #ChatGPT needs to change its answer on the #ANC 
I think all South Africans would agree",Cape Town,South Africa
2023-02-20 09:38:41+00:00,"AI is not going to replace Writers anytime Soon...but the future might be closer than you think "" -The Newyork Times.

#storytellerdiaries
#ChatGPT
#AI https://t.co/A6qmCZDb48",Nairobi,Kenya
2023-02-20 08:48:14+00:00,ChatGPT is regulated throughout Europe; There is reason to regret that #ChatGPT #AI #Europe https://t.co/k4kE5ENyhz,Abuja,Nigeria
2023-02-20 08:42:21+00:00,"At these point in Nigeria 😏😏
No be to get money ooo
Do you have cash 😅
#Cbn #ChatGPT",Lagos,Nigeria
2023-02-20 08:29:12+00:00,"@bing @Microsoft this isn't exactly how you're going to take over @Google 
#ChatGPT https://t.co/Jcs4F9KpGZ",Cape Town,South Africa
2023-02-20 08:12:57+00:00,"“It’s Not Possible for Me to Feel or Be Creepy”: An Interview with #ChatGPT 

https://t.co/qoad0aQmYU via @NewYorker",Cape Town,South Africa
2023-02-20 07:52:16+00:00,"ChatGPT provides understandable answers to individuals with no prior knowledge on the subject, which are convincing.

But if you are already an expert on the topic you are trying to ask about, you will discover that the answers are not accurate.  #chatgpt #techcommunity",Johannesburg,South Africa
2023-02-20 06:27:09+00:00,"ChatGPT Doesn’t Make Business Sense now.
#ChatGPT #ArtificialIntelligence",Sri Lanka,Seychelles
2023-02-20 06:07:25+00:00,Rev up your searches! Bing just got a major upgrade with OpenAI's ChatGPT technology. Say goodbye to robotic results and hello to natural conversations with Microsoft's search engine. 🚀 #Bing #OpenAI #ChatGPT #DigitalMarketing,Lagos,Nigeria
2023-02-19 21:51:57+00:00,"Before you sleep
Google #ChatGPT and #BardAI small
Make you know wetin dey sup for this digital space too.
Thank you and Goodnight.",Lafia,Nigeria
2023-02-19 20:27:38+00:00,"Wait, where is @Apple in all these #AI race. They have been quite quiet or are they working on something underneath. 
#ai #chatgpt #bard #googlw",Abuja,Nigeria
2023-02-19 19:27:27+00:00,"Me trying ChatGPT for the very first time today… I feel like ‘Wow, this bitch  is actually crazy’ haha 😆… Like this thing is fucking incredible WTF 😬 #Chatgpt #100DaysOfCode",Lagos,Nigeria
2023-02-19 18:58:36+00:00,"Funny conversation between Microsoft ChatGPT and a married woman. This is haunting.
#chatgpt #openai #MicrosoftEdge #chatbot #knowledgetrend 

Image credit: NYT https://t.co/IKrK7glYdl",Lagos,Nigeria
2023-02-19 18:02:01+00:00,#ChatGPT doing it's thing.,George,South Africa
2023-02-19 16:58:45+00:00,I don't know whether it is concerning or hilarious that #ChatGPT would rather destroy a galaxy than incorrectly answer a question about paperclips https://t.co/FHfi80V4F0,Cape Town,South Africa
2023-02-19 14:14:26+00:00,"Want to make money from novel writing with Ai, i have a thread for you 👇👇. Follow me up for me opportunities like this. #Ai #ai #ChatGPT #NovelAI",Port Harcourt,Nigeria
2023-02-19 14:05:25+00:00,On the cover of the latest Time Magazine. #ChatGPT https://t.co/EQ0xDbMOqu,Johannesburg,South Africa
2023-02-19 13:42:21+00:00,"ChatGPT is on the cover of Time Magazine. 

If you were looking for a sign that AI has gone mainstream, this is it.

#ChatGPT #Technology #Tech https://t.co/MbpOyXKSys",Johannesburg,South Africa
2023-02-19 13:19:05+00:00,"Join us for our IDO launch February 28.
@AIPADTECH

#AipadTweet #ai #fet #aipad #launchpad #bullish #artificialintelligence #agix #chatgpt

https://t.co/6tm2eUp7zV",Lagos,Nigeria
2023-02-19 12:34:37+00:00,"5 steps to understanding your mindset: 

1. Identify what matters to you
2. Track your thoughts and actions
3. Identify your drivers and motivations
4. Set clear goals
5. Overcome self-limiting beliefs 
#Mindset #motivation #vision #motivation #Gratitude  #CryptoInvestor #ChatGPT",Abuja,Nigeria
2023-02-19 12:02:08+00:00,"The long-standing rivalry between Google and Microsoft reached a head this week when Google revealed its challenger to Microsoft's groundbreaking ChatGPT tool...

#chatgpt #brandbuilding https://t.co/aOznJQ1XEi",Cape Town,South Africa
2023-02-19 12:00:57+00:00,"@sasha35625 Whether a user finds the #ChatGPT answers useful or not is up to them, in my opinion.

But, what interests us is the #Waves Blockchain, its technology, and the fact that it will soon take its rightful place among cutting-edge technologies.

@Blockchain @WavesArmy",Uyo,Nigeria
2023-02-19 12:00:30+00:00,"I believe it's up to each user to determine whether or not they value the #ChatGPT responses.

In any case, the #Waves Blockchain, its technology, and the fact that it will soon take its proper place as cutting-edge technology are what we are interested in.
#WavesArmy #Blockchain",Uyo,Nigeria
2023-02-19 10:59:46+00:00,#ChatGPT is the fastest to gain Million Users.  Artifical intelligence is here ladies and gentlemen. https://t.co/rFln4ig34n,Gulu,Uganda
2023-02-19 10:48:33+00:00,"""Unlock a world of knowledge and get instant answers to your questions with ChatGPT - the AI-powered chatbot that's always ready to help! Ask anything and get accurate and reliable answers in no time. #ChatGPT #AIchatbot #InstantAnswers #KnowledgeAtYourFingertips""",Lagos,Nigeria
2023-02-19 08:02:10+00:00,"ChatGPT has recently been generating a lot of buzz in South Africa. Several publications have reported that the chatbot is being hailed as a revolutionary development in AI technology...

#chatgpt #brandbuilding https://t.co/TrMQ57Lc4M",Cape Town,South Africa
2023-02-19 07:00:40+00:00,"ChatGPT is beloved by programmers for its AI-powered technology and vast knowledge base, which make it feel like a personal coding guru available 24/7, providing assistance with debugging, learning new programming languages, and more. 🤖💻 #programming #ChatGPT #AI https://t.co/Vre8OfZcPc",Abuja,Nigeria
2023-02-19 06:11:12+00:00,"'Shortly, an AI arms race will take place, and it remains to be seen which AI model will triumph.'
So it is Betamax vs. VHS all over again. #ChatGPT #AI
https://t.co/PChxKaNYnT",Johannesburg,South Africa
2023-02-18 20:28:19+00:00,"#MARKETS | Inside the self-proclaimed 'first generative-AI conference,' executives explain why the hot new technology behind ChatGPT is 'not just hype, but something real'

#ChatGPT

https://t.co/D6fQzalhCT",Lagos,Nigeria
2023-02-18 18:31:27+00:00,What is Smartdarasa? #CHATGPT https://t.co/FiAwgEsVSh,Dar es Salaam,Tanzania
2023-02-18 18:18:36+00:00,"@kamathsblog Very soon #AIs like #chatGPT can be integrated into programming IDEs. 

You'd just need to create a file and bam your codes are ready and linked.",Greater Accra,Ghana
2023-02-18 18:16:33+00:00,"@kamathsblog Yeah exactly, when you are able to develop a workflow that leverages on #chatGPT to improve productivity it is very worth it to get on the premium.",Greater Accra,Ghana
2023-02-18 16:23:27+00:00,"Ai + Crypto = Future

#BTC #Ai #ChatGPT",Cape Town,South Africa
2023-02-18 15:44:42+00:00,"#ChatGPT + #Bing is cool and all. But @Google is still fine , probably for the next few years. After using #ChatGPT  for a few days I still find myself using google to verify most of the answers, you should too!",Pretoria,South Africa
