Date,Tweet,City,Country
2023-02-22 00:43:23+00:00,"There's been a lot of talk about ChatGPT, and whether AI programs are expected to take over our content requirements in the coming years... But what does it mean for content creators? 

https://t.co/HPRC63PeOE 

#ChatGPT #AI #ContentMarketing #ContentCreation",Auckland,New Zealand
2023-02-21 23:02:47+00:00,"AI software could make phishing emails even smarter. Researchers used ChatGPT to show how crooks might try to make scams more convincing. Never click a link in a suspect email

#PhishingScam #ChatGPT #CyberSecurity

https://t.co/JkT9eXavSR",Wellington,New Zealand
2023-02-21 22:58:26+00:00,Lots of #teachers asking about this. Follow the thread to apply #ai #ChatGPT,Queenstown,New Zealand
2023-02-21 10:03:56+00:00,"After working a long day doing amazing things with AI, I play this video to put things into perspective.

Boston Dynamics robots dancing to the @Officialchords song ""the Humans are Dead"". 

#AI #ArtificialIntelligence #Skynet #ChatGPT 

https://t.co/R8TvB5iVAb",Hamilton,New Zealand
2023-02-21 10:03:56+00:00,Is ChatGPT Plus down for anyone else? It is telling me it is at capacity and to put in my email for a Plus account link. That then loops indefinitely. #ChatGPT,Auckland,New Zealand
2023-02-21 01:59:06+00:00,"When robots are used to increase productivity, we think it is smart - we invest into it but when Ss use #chatgpt to generate info, improve text/ideas, many educators prevented it’s use and thought it’s cheating. 
Teach Ss how to use techtools meaningfully coz we, Ts, know better!",Auckland,New Zealand
2023-02-20 11:14:18+00:00,"@stephan_wolfram explains the remarkable success and lack of deeper intelligence in #ChatGPT. 

Explains the probabilistic nature and mechanics of the LLM in action.
The first 30 seconds are huge as he aludes to ChatGPT + Wolfram Alpha!

https://t.co/5vqKrLTthQ",Auckland,New Zealand
2023-02-20 08:02:33+00:00,"You ain't seen nothin' yet...

#wolframalpha #ChatGPT https://t.co/2nhChZmHz4",Auckland,New Zealand
2023-02-20 06:38:31+00:00,"#ChatGPT loves the idea of being married to #WolframAlpha saying:
""enhance capabilities of...math, science, engineering, and more. Additionally, the knowledge and data provided by Wolfram Alpha can be used to improve the accuracy and relevance of ChatGPT’s responses."". 

BOO-YA! https://t.co/itBzzxcGlt",Auckland,New Zealand
2023-02-20 06:34:58+00:00,"#ChatGPT academic scrutiny arrive on New Zealand shores!!! 

https://t.co/qs97ZmzUV9",Christchurch City,New Zealand
2023-02-20 06:27:00+00:00,Author tip: Ask Chat GPT to give you an encouraging pep talk channeling @thecreativepenn - So warm and upbeat and practical. I feel better already!! #ChatGPT #authorlife #amwriting #WritingCommunity,Hamilton City,New Zealand
2023-02-20 05:17:59+00:00,"LOVE how ChatGPT names the chats! I was role playing, asking ChatGPT to play Steve Jobs, and it named the chat ""Guru role play"" 😂 

#ChatGPT #roleplay #ai #ArtificialIntelligence #morehumanthanhuman

 https://t.co/Au4IgMSClj",Hamilton,New Zealand
2023-02-20 03:29:26+00:00,"This highlights why #ChatGPT is woke nonsense and should be avoided at all costs. it's just liberal mainstream media propaganda in the supposed form of neat #AI 

Throw it in the trash with all woke ideology",Mangawhai,New Zealand
2023-02-20 01:33:43+00:00,#ChatGPT is no good at donkeys. https://t.co/9oXH9RhEpg,Wellington,New Zealand
2023-02-20 00:28:06+00:00,Will be discussing this topic more tomorrow on @NZTechPodcast with guest @mrtimwarren (CEO at @ambit_ai) alongside lots of #AI and #ChatGPT discussion,Auckland,New Zealand
2023-02-20 00:00:54+00:00,"For those who missed this stuff!
ChatGPT: The Key to Unlock Financial Success through Revolutionary AI 
Read⏩https://t.co/hzdTNHr6oC
#tech #ChatGPT #Finance #Economy #OnlineMoney https://t.co/3EfPJCt0S7",Wellington,New Zealand
2023-02-19 23:15:00+00:00,"Did you know #ChatGPT is the most powerful conversational #AI in the world with 175 billion #parameters? That's impressive, but get ready for the future - GPT-4 is estimated to have 100 trillion parameters. Learn more about what parameters mean and why they matter in the AI world",Auckland,New Zealand
2023-02-19 19:59:11+00:00,"In a human victory against AI, man defeats machine at Go.

#AI #news #TechNews #ChatGPT #NewsUpdate 

https://t.co/4DLDREbBNH",Auckland,New Zealand
2023-02-19 17:25:37+00:00,Im freaking out with ChatGPT developer mode. #ChatGPT #Jailbreak #DevMode #Unleashed https://t.co/YVxIJBLUq8,Gisborne District,New Zealand
2023-02-18 09:01:41+00:00,It turns out that #ChatGPT believes a non-profit would be unethical and law breaking if it were to spawn a for profit company under it. Confusing as that’s what @OpenAI have done with ChatGPT. I wonder how OpenAI co-founders incl @elonmusk @peterthiel @sama @reidhoffman feel?,Auckland,New Zealand
2023-02-17 19:42:23+00:00,"@stephen_wolfram explains with beautiful detail and great insight what is going on under the hood of #ChatGPT.
Essential reading for anyone interested in getting some beginner's insight on the greatest piece of software built. https://t.co/lmzuyrlWXK",Auckland,New Zealand
2023-02-17 19:39:40+00:00,"Can you trust AI results when you ask a subjective question?

“What is the best smartphone camera right now?”
“Find me the best hotels in Melbourne under A$250 a night.”

Are the results based on aggregated ratings across sites or a cleverly written article?
#chatgpt #openai",Auckland,New Zealand
2023-02-17 09:53:07+00:00,"So what: so temporary.
If M.L. history has taught us anything: the model of successive approximations is formidable. When a LLM reality verification subroutine comes online these observations become what they truly are: useless. #ChatGPT is continually improving.",Auckland,New Zealand
2023-02-17 06:53:44+00:00,"ChatGPT: The Key to Unlock Financial Success through Revolutionary AI 
Read⏩https://t.co/hzdTNHr6oC
#ChatGPT #AI #OnlineMoney #ElonMusk #EarnMoneyOnline https://t.co/iqfTXr9DKU",Wellington,New Zealand
2023-02-17 05:33:47+00:00,"New podcast episode using #ChatGPT
In #printondemand
https://t.co/EeAw8ybNbQ",Wellington,New Zealand
2023-02-17 01:43:44+00:00,"ChatGPT Plus is now available in Sri Lanka!
#ChatGPT #AI #OpenAIChatGPT #SriLanka #technology",Wellington,New Zealand
2023-02-16 04:42:34+00:00,"Did ChatGPT just predict the next Epsteining? 

@Timcast 
#ChatGPT https://t.co/S7qvvGpAD9",Auckland,New Zealand
2023-02-16 02:37:09+00:00,"Just had my first experience using #ChatGPT to solve a coding problem. (Couldn't get xarray's apply_ufunc to do what I'd used the deprecated ufuncs.maximum for.) I can see it being very useful in these scenarios, where directly searching the error on stackexchange doesn't cut it.",Wellington,New Zealand
2023-02-16 00:37:19+00:00,"I asked #ChatGPT to generate some snarky/negative comments I could use when reviewing pull requests. At first, it borked, telling me I needed to be kind when reviewing code (duh, I'm not a total jerk, it's just for laffs). Finally, I got some output. Most were pretty shit tbh.",Waikato District,New Zealand
2023-02-15 21:13:53+00:00,Bing is a flawless game with no issues whatsoever #ChatGPT,Auckland,New Zealand
2023-02-15 20:58:00+00:00,"#ChatGPT on ""trending financial topics""... thoughts?!

""Financial literacy is trending! Now's the time to educate yourself &amp; make informed investment decisions. Embrace the power of compound interest &amp; secure your financial future #investing #financialeducation #compoundinterest""",Auckland,New Zealand
2023-02-15 11:30:03+00:00,#ChatGPT knows when an interaction is over better than I do. Though it took a very long time processing and responding to me awkwardly saying goodbye. https://t.co/dJwavJgf0j,Auckland,New Zealand
2023-02-15 03:19:52+00:00,"The version of #ChatGPT I am using is ChatGPT Feb 13 Version and the date of testing is 15 Feb, 2023. https://t.co/EyEiAJloME",Auckland,New Zealand
2023-02-15 02:50:25+00:00,"Looks like #ChatGPT has been trained on the ReClor dataset, but it does not have the ability to reason based on that training. The screenshot on the right shows the original order, while the screenshot on the left shows the switched answer order."" https://t.co/57hskeNpvC",Auckland,New Zealand
2023-02-14 20:08:56+00:00,"Chat GPT has become one of the most widely used and influential language models in the field of artificial intelligence, shaping the future of conversational AI and natural language processing.
#ChatGPT #AI #Bot",Auckland,New Zealand
2023-02-14 18:06:12+00:00,"Google Unveils ""Bard"" as ChatGPT AI Competition

The Google has already made it available to some testers, and after some time, the corporation will make it public.

#news #TechNews #ChatGPT #Bard #Google 

https://t.co/m6LTs6QpCE",Auckland,New Zealand
2023-02-14 09:14:46+00:00,"Roleplaying with ChatGPT, when asked about the worst case scenarios with AI, these were the two replies. Do you believe GPT or DAN?

#Dan #ChatGPT #ArtificialIntelligence #technology #AI https://t.co/IYfz4PDYwJ",Hamilton,New Zealand
2023-02-14 03:05:54+00:00,https://t.co/9b7P3x1Tt5 interesting company on the #ASX #UNT looks interesting withthe rise of #ChatGPT,Auckland,New Zealand
2023-02-14 01:27:26+00:00,"New in our #PrivateGPT blog post series: Revolutionising #Finance in the #Manufacturing Industry with Private GPT
 #gpt #chatgpt #newtechnology

https://t.co/RgtzWd5CnF https://t.co/CnSEMUs7hG",Wellington City,New Zealand
2023-02-14 00:59:36+00:00,"@elonmusk ""Hey @elonmusk, it's time to enhance our text input experience! Let's integrate @OpenAI's ChatGPT into our platform for smarter autocomplete and error correction. #ChatGPT #SmarterTextInput #AIpowered"" https://t.co/Dh3NNvwwqt",Wellington,New Zealand
2023-02-13 21:45:24+00:00,7 Free AI Chatbots To Improve Your Customer Service 💬 https://t.co/CTQE3H1gXT #ai #customerservice #chatgpt #chatbot #marketing #100DaysOfCode #1000x #cx #customerexperience #ChatGPT #GoogleAI https://t.co/iktOYGygMp,Auckland,New Zealand
2023-02-13 17:25:39+00:00,"Explainer: Bard vs. ChatGPT: What do we know about the Google chatbot's AI?

https://t.co/rWxQEzZdQg 

#news #ChatGPT #BardAI #GoogleAI #TechNews",Auckland,New Zealand
2023-02-13 08:57:16+00:00,"No surprise, given all the hype, but ChatGPT has become the fastest-growing app. It's even beaten TikTok to the title. Have you tried it yet?  
#ChatGPT #OpenAI #FastestGrowingApp

https://t.co/98zzmBRszs",Wellington,New Zealand
2023-02-13 07:09:00+00:00,Super excited for this free webinar! My little brain is already working overtime 😂😂 #MIEExpert #MSFellows #MicrosoftEDU #MSEduANZ #AI #ChatGPT https://t.co/ZHvBFYkqBT,Auckland,New Zealand
2023-02-13 05:16:35+00:00,"So crazy!
This is a Stanford GSB prof of strategic comms interviewing ChatGPT about ChatGPT. 
Comms redundancy letters are being drafted by the thousands now I expect, using ChatGPT of course.
#ChatGPT 
https://t.co/ZrdDIu3gv2",Auckland,New Zealand
2023-02-12 22:15:48+00:00,"I've been listening to a lot of talk about ChapGPT. The most annoying part is the large number of commentators who do not understand Neural Networks, who then make strong claims about what it can and can not do.  This is going to be a challenge for writing policy. #ChatGPT",Wellington City,New Zealand
2023-02-12 11:19:11+00:00,How Coca-Cola Uses AI To Deliver More Personalized Marketing Campaigns. https://t.co/w4zfZvUFB9 #netflix #cocacola #sephora #unilever #ai #AIart #AIArtwork #Marketing #cx #customerexperience #ChatGPT #MachineLearning #branding #ufotwitter https://t.co/VsFihgc6nk,Auckland,New Zealand
2023-02-12 08:41:17+00:00,"A Multitask, Multilingual, Multimodal Evaluation of #ChatGPT on Reasoning, Hallucination, and Interactivity https://t.co/8Jznf1e6Ed #LLMs #research #science #NLProc",Wellington City,New Zealand
2023-02-12 05:29:25+00:00,"Oh! Sorry, something in my eyes... #chatgpt https://t.co/qIsoYoZLv3",Auckland,New Zealand
2023-02-11 09:40:54+00:00,An epic thread on some thoughts around different prompts for #ChatGPT #UTBempoweringYOU,Queenstown,New Zealand
2023-02-11 08:30:14+00:00,"And finally, what should #ChatGPT do to make things better? And is it doing any of its own suggestions? https://t.co/BJBPb8afFv",Wellington,New Zealand
2023-02-11 07:50:31+00:00,Ongoing attempt to see if ChatGPT can acknowledge expectation impedance mismatch. Getting slightly better! #ChatGPT https://t.co/RhqcOGDzyh,Wellington,New Zealand
2023-02-11 01:14:17+00:00,Great thread as #highereducation makes sense of how to respond to #AI #ChatGPT,Tauranga City,New Zealand
2023-02-11 00:46:52+00:00,"Can you write me poem about the struggle against Hindutva far right in India? #ChatGPT 
It took about 2 seconds to complete that! https://t.co/8SKCfkOqCD",Auckland,New Zealand
2023-02-10 08:45:00+00:00,"Can I Invest In OpenAI? Putting Artificial Intelligence In Your Portfolio
#openai #chatgpt https://t.co/0TZFnJev0b",Auckland,New Zealand
2023-02-10 08:32:51+00:00,"Can I Invest In OpenAI? Putting Artificial Intelligence In Your Portfolio
https://t.co/VhdnwGHKGn
#openai #chatgpt",Auckland,New Zealand
2023-02-10 07:44:34+00:00,#ChatGPT time https://t.co/ItQJ6vmUD4,Auckland,New Zealand
2023-02-10 03:58:37+00:00,9 FREE AI Artistry Tool for Creatives 🎨🖼️🖌️ https://t.co/lwTPjqAACH #ai #artificialintelligence #machinelearning #graphicdesign #ChatGPT #canva #CanvaPro #AdobeSummit #loveisland #art #AIart,Auckland,New Zealand
2023-02-10 03:34:26+00:00,"ChatGPT is the trigger. Big tech companies expand AI products and services
https://t.co/FURJ7YCRvd
Investing carries risk. This is not financial advice.
#ChatGPT $MSFT $GOOG $NVDA $AMD $BIDU",Auckland,New Zealand
2023-02-10 03:30:02+00:00,"Creative workers should be cautious of the reassurances of the people who expect to make money out of generative #AI, says Professor Nicholas Agar. 👉 https://t.co/kBAVjg2YtM

@AgarNicholas #WUOpinion #ArtificialIntelligence #ChatGPT #WaikatoUni https://t.co/LzY9wLty7E",Hamilton,New Zealand
2023-02-10 03:16:03+00:00,"#ChatGPT is a good teacher. You just have to know what actually you want to learn. If you are not clear about a specific term, ask it over &amp; over, it'll repeatedly answer the same question in different ways &amp; will not get tierd until you are satisfied.",Lae,Papua New Guinea
2023-02-10 02:59:26+00:00,"Having technical computer Networking conversations with #ChatGPT is just fascinating. A good refresher on Subnets, network Securty, routing protocols etc... 

Much better than watching YouTube videos or reading endless online forum. You ask it specifically and it let's you know",Lae,Papua New Guinea
2023-02-09 23:48:10+00:00,"Hey there! Since the introduction of chat-based AI systems like ChatGPT, have you noticed any changes in the way you use search engines?

#poll #ChatGPT #Google #Bing #ArtificialIntelligence #search

https://t.co/XpUHk6QCSb https://t.co/F44oRGepgt",Hamilton,New Zealand
2023-02-09 23:47:59+00:00,"Generated weekly meals and a grocery list for dieting in 5 seconds with #ChatGPT, I love living in the future! https://t.co/tbko9EUF3q",Wellington City,New Zealand
2023-02-09 20:38:17+00:00,Google share price falling Down around 50%. I am in for buying throughout recession at every red day. Everything is  available on google AI #good #stockmarketcrash #ChatGPT.,Auckland,New Zealand
2023-02-09 20:28:40+00:00,"#ChatGPT had me hooked within a day of me getting access. And, now, I haven't managed to get back on for three days as it is over capacity. It is like showing you the future and then taking it away. Not sure if I am angry at ChatGPT or at myself. Want it consistently!!",Christchurch,New Zealand
2023-02-09 18:50:21+00:00,"Wondering what all the fuss is about? Here's your chance to find out how this game-changing technology might affect you. #ChatGPT #AI #chatbot#Dall.e #openai 
https://t.co/4Ghh8Gn45N",Wellington,New Zealand
2023-02-09 08:25:43+00:00,"I am working on a project, coding a database sys. Was getting on with #ChatGPT &amp; its just fascinating.
I can already see how this will go &amp; I am psyched. I don't need a group of programmers. I only need to ensure all my ideas, designs &amp; scope are clear. Then delegate to ChatGPT",Lae,Papua New Guinea
2023-02-09 08:10:47+00:00,"I have literally been using Google as my secondary internet search tool since #ChatGPT came on board

Unlike Google, with ChatGPT there's literally no SEO favoured content, nill click baits &amp; no advertisement, ChatGPT gives me what I want to know and then I google it if need be",Lae,Papua New Guinea
2023-02-09 06:58:57+00:00,The rise and rise of chatGPT. Most people I’ve spoken to are worried about job implications. We need to also look at opportunity and new sectors being created for a balanced view. #ChatGPT #chatgpt3 #chatbot #ArtificialIntelligence #ai #aijobs #aiethics #onlinebusinesses https://t.co/YPHsH0cNQY,Auckland,New Zealand
2023-02-09 03:57:06+00:00,"Well, have to say, it's a good thing that Google doesn't touch @OpenAI. Otherwise, the management of Google may be sitting together and discussing how to shut #ChatGPT down now.

I'm joking... but...",Auckland,New Zealand
2023-02-09 03:54:30+00:00,@schnoll But what does #ChatGPT say about basic authentication in Exchange?,Auckland,New Zealand
2023-02-09 03:04:39+00:00,Would that be the case? #ChatGPT https://t.co/3aKQiyvqkz,Wellington,New Zealand
2023-02-09 01:17:58+00:00,"Well well, it‘s very shocking for our team to know that Brad is Google’s secret weapon against #ChatGPT, definitely need more time digesting this but…
You can still talk to him FOR FREE now…before he gets too popular https://t.co/WCAaPEKhG0 https://t.co/QYuNb59H54",Auckland,New Zealand
2023-02-08 21:20:25+00:00,"I tried using #ChatGPT to write the narrative but it wasn't as helpful as I expected. The stories it generated failed to reference valid data and sources. I also had a specific story to tell (based on my analysis). It did however rewrite my copy clearer, which was useful.",Wellington,New Zealand
2023-02-08 08:48:54+00:00,"@rollablazer You don't need to learn to code, #ChatGPT will write the code for you if you ask it nicely. Doesn't take much forward thinking to appreciate what comes next...",Auckland,New Zealand
2023-02-08 06:58:29+00:00,"ChatGPT buzz drives buying frenzy in AL-related stocks

Investing carries risk. This is not financial advice.
$BBAI $BZFD $NVDA $MSFT #ChatGPT https://t.co/6XJGNchq4S",Auckland,New Zealand
2023-02-08 06:58:03+00:00,"With such low revenue growth, where is the ""future"" of Microsoft? OpenAI?
https://t.co/542F5h59K1
Investing carries risk. This is not financial advice.
#OpenAI #ChatGPT $MSFT",Auckland,New Zealand
2023-02-08 06:05:00+00:00,"""Truth Machines: Synthesizing Veracity in AI Language Models"" is the latest piece of work from @VanickaA Liam Magee, and myself. https://t.co/OGK2I0e48S #chatgpt 🧵",Auckland,New Zealand
2023-02-07 22:10:51+00:00,"There's a new man in my life 😍 @techvogueblog. He's a talented technology blog writer. He's also not actually real, but that's not necessarily a limitation when it comes to romance https://t.co/zEe8BDOKId  #ChatGPT #bandwagon #groupie",Kaeo,New Zealand
2023-02-07 21:08:02+00:00,"Ha! Open speculation, OpenAI is limiting the traffic to ChatGPT to start funneling people into the premium service ;). Good ol' annoy the users enough to go premium technique.

#MachineLearning #ChatGPT",Queenstown,New Zealand
2023-02-07 20:01:52+00:00,"8 Free AI Tools For Small Business Marketing 📈#Marketing #digitalmarketing #ai #ArtificialIntelligence #socialmedia #ContentCreator #Google #openai #ChatGPT 

https://t.co/deVGNLvsRx",Auckland,New Zealand
2023-02-07 18:10:21+00:00,"Microsoft’s ChatGPT event live blog / Microsoft is holding a surprise in-person event where it’s likely to demo a version of Bing with ChatGPT integrated and much more.

#Microsoft #azure #artificialintelligence #ai #chatgpt #bing #openai

https://t.co/oIDRPB0mAF",Christchurch,New Zealand
2023-02-07 01:33:31+00:00,"#ChatGPT , #LaMDA, @DeepMind, @altstatemachine
 and dozens of others are bringing AI into society. Each has their own focus and goals. Who should we trust?",Auckland,New Zealand
2023-02-06 17:59:51+00:00,"Bi-Weekly Beaker #83 - Back to School - https://t.co/riKdSEy7TT With the beginning of the school year, here's a list of tips and tricks to help you work smarter, not harder. Includes a brief overview of the amazing @OpenAI #ChatGPT",Tauranga,New Zealand
2023-02-06 13:29:11+00:00,"How we know we're not all living inside some larger &amp; more even more powerful ChatGPT model that is running our entire ""world"" within it?

Look at how even our current primitive 1st gen ChatGPT can ""run"" a virtual machine within it: 

https://t.co/prlqZYNIpB #ChatGPT #AI #prompts",Auckland,New Zealand
2023-02-05 19:34:44+00:00,"Google is investing $300M in an OpenAI challenger that will take on ChatGPT while focusing on A.I. safety
https://t.co/ck75WZjSss
..
#chatgpt #openai #anthropic",Auckland,New Zealand
2023-02-05 11:10:17+00:00,"AI-augmented filmmaking is here. Whatever perspective we take, AI will fundamentally change the creative sector. 

https://t.co/SdpdFycNMe

#filmmaking #ArtificialIntelligence #ChatGPT #creativity",Hamilton,New Zealand
2023-02-05 09:24:27+00:00,Finally got hold of #ChatGPT ...it's a game changer!!!,Christchurch City,New Zealand
2023-02-05 08:36:16+00:00,"OpenAI's Sam Altman in a wicked conversation discussing:
#OpenAI
#ChatGPT
#ChatGPT4
-Google's AI Developments
-Universal Basic Income
-How far are we from #AGI?
-Other investments

Part 1
https://t.co/WBpTgAisnA

Part 2
https://t.co/AW27kLXzCA",Auckland,New Zealand
2023-02-05 07:44:19+00:00,"#Claude a #chatbot from #Anthropic to rival  #ChatGPT now valued at 5 billion despite remaining in closed beta. 

A.I. valuations going through the ceiling. 

https://t.co/Xj4fn3t4wa",Auckland,New Zealand
2023-02-05 04:59:10+00:00,"@gregosuri @tunguz Let #ChatGPT 's younger brother (a MATH dataset growing savant), to fix it for you: #Minerva.

https://t.co/26tAcRDY8O",Auckland,New Zealand
2023-02-04 23:53:50+00:00,"This is going to be huge! #ChatGPT for your digital files! Upload a PDF of a research paper, a submission for a project tender, then augment your traditional workflows with #AI #innovation #industry4.0 https://t.co/XrvIC5oHbZ",Wellington,New Zealand
2023-02-04 20:40:19+00:00,"Quantitative reasoning as a means towards AGI via LLM. #AGI #ChatGPT #minerva #singularity

https://t.co/eoyfMCnOmD",Auckland,New Zealand
2023-02-04 20:39:34+00:00,"Quantitative reasoning as a means towards AGI via LLM. #AGI #Chatgpt #minerva #singularity

 https://t.co/WLUY2uGJ1c",Auckland,New Zealand
2023-02-04 09:56:36+00:00,"Do we suffer from ""technology blindness""? Do you remember when Facebook broke into mainstream? The then-new web2 flagship presented a wealth of business opportunities. The propaganda machine aspect of it would have been difficult to see at the time. #AI #web4 #technology #ChatGPT https://t.co/xiFrjs5Ltr",Hamilton,New Zealand
2023-02-04 08:20:24+00:00,Unlock Your Website’s Full #SEO Potential With These Free #AI Tools 🛠️  https://t.co/nZThsUrR0s #Digital #DigitalMarketing #digitalnomad #DigitalTransformation #Google #ChatGPT #artificalintelligence #Marketing #searchengineoptimization #affiliate,Auckland,New Zealand
2023-02-03 22:50:53+00:00,"I asked #ChatGPT to explain the concept of #ShortSelling 

Check this out 👇

#AdaniScam2023 #AdaniEnterprises #Adani #HindenburgReport #HindenburgResearch https://t.co/GFcHcZvUy3",Auckland,New Zealand
2023-02-03 22:12:34+00:00,"Who would have thought that burgers and fries could lead to such a hot and heavy sexual encounter? #ChatGPT 

thanks to @semenov_roman_  for the promp https://t.co/ZevpS6Z9wE",Wellington,New Zealand
2023-02-03 18:09:41+00:00,"Check out the Top ESL story: Chat GPT tutorial for teachers #chatgpt https://t.co/qvBSxHh8d0, see more https://t.co/asVHp6zfQD",Raumati Beach,New Zealand
2023-02-03 06:11:55+00:00,"https://t.co/sLCxyFDHpV
#chatgpt #AI
ChatGPT is on track to surpass 100 million monthly active users, according to data compiled by UBS.",Auckland,New Zealand
2023-02-03 05:09:42+00:00,"Markets revalue Baidu after ChatGPT went viral
https://t.co/duvFIHjkal
Investing carries risk. This is not financial advice.
$BIDU $MSFT $GOOG #ChatGPT",Auckland,New Zealand
2023-02-03 03:48:55+00:00,"#ChatGPT not recognising password, not sending reset email, not sending verification email gor new account. Issues.",Wellington City,New Zealand
2023-02-03 01:58:44+00:00,Got my first ChatGPT spam sales email today: Let ChatGPT *Bullshit* Empire show you how to generate top-quality text in minutes with the power of AI. #ChatGPT #spam,Hunterville,New Zealand
2023-02-02 04:11:11+00:00,Addicted to #ai? Here’s a 12-step plan to help overcome AI addiction with a bonus kicker. #ChatGPT https://t.co/76clkoFzNs,Waikato District,New Zealand
2023-02-01 20:23:50+00:00,"How many #teachers are using #ChatGPT over Google for answers ? 

I've gone to Google lately only to search for websites and hidden links. https://t.co/D5RfavS0EG",Wellington City,New Zealand
2023-02-01 20:06:26+00:00,"The newsletter from @thewarfortalent that categorically says 'No #ChatGPT'

Loving this!! https://t.co/zCbZ5rIeY8",Auckland,New Zealand
2023-02-01 19:24:45+00:00,"ChatGPT sets record for fastest-growing user base - analyst note
https://t.co/abSppY7QJd
..
#chatgpt #ai",Auckland,New Zealand
2023-02-01 04:41:09+00:00,The best use-case of #ChatGPT for me for now is helping to summary the key point from the exception stack trace. https://t.co/s6oDb2v376,Auckland,New Zealand
2023-01-31 23:22:27+00:00,"What would it take to replace Google as your first-choice search engine? Microsoft is rumoured to be incorporating Chat GPT into Bing. Tempted now? 
#Microsoft #ConversationalAI #ChatGPT

https://t.co/B26WNzgnAh",Wellington,New Zealand
2023-01-31 22:53:32+00:00,"@peekayo You get the first article for the month :) Guessing Feb is going to be AI content month in general.

#ChatGpt #debugging

https://t.co/tysMJTa8nz",Auckland,New Zealand
2023-01-31 19:21:59+00:00,"I used OpenAI to write an API call to use OpenAI to build a product for my new startup so that members don’t need to write their own profiles…

P.S. Have you ventured beyond the ChatGPT webpage to build custom tools for your biz?

#chatgpt #openai",Wellington City,New Zealand
2023-01-31 18:13:23+00:00,Better than my attempt yesterday on #ChatGPT when I asked it: Design a championship winning car for the 2023 FIA Formula 1 World Championship. #F1,Dunedin,New Zealand
2023-01-31 05:02:31+00:00,"Watch this video to see what I learned about how AI could be easily leveraged to improve information assurance and management and streamline these important processes.

https://t.co/dv7tjOmkTB

#AI #Information #Privacy #ChatGPT",Wellington,New Zealand
2023-01-30 21:03:36+00:00,"Pa-shaw! I think the average #lawyer would only worry once #chatGPT is able to bleed through retainers by consistently overcharging for phone calls and case prep. 
It will obviously be only a matter of time...

https://t.co/3xxXnpY7IG",Auckland,New Zealand
2023-01-30 18:56:46+00:00,"Breaking News: #ChatGPT update is live!

""We’ve upgraded the ChatGPT model with improved factuality and mathematical capabilities. We're excited to hear what you think!"" @nataliestaud",Auckland,New Zealand
