Date,Tweet,City,Country
2023-02-22 16:58:42+00:00,"hey @jomaoppa !
do you think #ChatGPT will kill Blindr 2.0? since anyone can use AI now... 🤔",Foz do Iguaçu,Brazil
2023-02-22 00:32:50+00:00,"Admiro la capacidad de #ChatGPT para escribir versos sobre los temas más áridos:

Interdisciplinarity, oh what a wondrous thing,
A mingling of knowledge, a dance and a fling.
Across fields and domains, we journey and roam,
With curiosity, we seek to learn and to grow.",Bogota,Colombia
2023-02-21 22:33:57+00:00,"@alvinfoo Please, check the answer provided by #ChatGPT😉",Buenos Aires,Argentina
2023-02-21 19:10:30+00:00,"“Heard a story using pure HTML and wanted to try out using a framework instead!” — @JorgeGPires 
#ChatGPT #ArtificialIntelligence #machinelearning 
https://t.co/Wdg7fRxeaW",Ouro Preto,Brazil
2023-02-21 19:10:06+00:00,"For EP. 310, @Reichental joins me to talk about his book the ""Cryptocurrency Quickstart Guide"" and his experience in the #tech field. 🎙️ 

🔗 Spotify: https://t.co/Z4vea48VDj
🔗 YouTube: https://t.co/XTTRYeX5uD

#blockchain #ai #chatgpt #tech #cryptoeducation #cryptobook https://t.co/ZlMMOWJBz2",Medellín,Colombia
2023-02-21 19:01:49+00:00,"so much #scam in the #ads on #Facebook and #Twitter

#OpenAI #ChatGPT @OpenAI https://t.co/hwzvbeHHDh",Quito,Ecuador
2023-02-21 15:55:27+00:00,This week I used #ChatGPT to code a small application that performs a calculation based on certain inputs and returns the result. 1/3,Buenos Aires,Argentina
2023-02-21 14:13:48+00:00,"ChatGPT is fun, but not an author ""we are now updating our license and Editorial Policies to specify that text generated by #ChatGPT (or any other AI tools) cannot be used in the work, nor can figures, images, or graphics be the products of such tools.""https://t.co/0EVPHricIc",Bucaramanga,Colombia
2023-02-21 13:06:20+00:00,"#AI discussion is all over the place. Here’s the deal, tools like #chatgpt are a natural place to arrive in the road we’re in. Yes, it will render many “highly valued” skills on the verge of being obsolete, but that’s just inevitable. Is a stepping stone to focus on new skills.",Barranquilla,Colombia
2023-02-21 03:09:39+00:00,@maryam_farsh There's one thing that worries me even with some write helpers: They could have a negative effect and lower a person creativity or even create poor flat languages. With #ChatGPT that gets worse using the same math.,Buenos Aires,Argentina
2023-02-20 19:21:27+00:00,"Current #gpt3 based A.I models like #ChatGPT are still not properly fine-tuned, -or even designed- to deliver accurate information. #Bing implementation is premature. Which can lead to misinformation and other unintended consequences.",Barquisimeto,Venezuela
2023-02-20 15:45:33+00:00,I felt in the #ChatGPT zone 🥲😅 https://t.co/2VcHLCLKfP,Quito,Ecuador
2023-02-20 13:51:53+00:00,"A great analysis on chatGPT 3.5 and on the coming 4 version.
#chatgpt #ai #artificialintelliegence https://t.co/hVWrVgEmiz",Porto Alegre,Brazil
2023-02-20 08:55:37+00:00,"@Aella_Girl Maybe a license in the vein of those used in open source software would quell some of the critiques.

An example by #ChatGPT https://t.co/kCY0AKouWH",Bogota,Colombia
2023-02-19 15:00:02+00:00,"""The most beautiful thing we can experience is the mysterious. It is the source of all true art and science."" - Albert Einstein #beauty #mystery #ChatGPT",Temuco,Chile
2023-02-19 04:12:06+00:00,"#ChatGPT did not want to give me a value equivalent to USD of Universe 1 in terms of Satoshis, so I asked him what can be bought with 0.002 credits in Universe 2. https://t.co/uP3rmC6mAS",Santiago,Chile
2023-02-19 04:11:59+00:00,Look at this exercise with #ChatGPT to unlock some limitations while maintaining as much realism as possible. First let's lay down some rules. https://t.co/c8hTj3CL8F,Santiago,Chile
2023-02-19 03:09:13+00:00,"Who approacheth the Bridge of Death must answer me these questions three, ere the other side he see. #bing #chatgpt #ai https://t.co/yrwBGPEROX",Santiago,Chile
2023-02-19 02:49:51+00:00,"Thanks for this CoinEx &amp; ChatGPT Giveaway, amazing opportunity to win $CET and learn more about AI tokens on CoinEx.

Friends: @AurimarRojas12 @Labrador027 @I_amOmarGO20 

ChatGPT: $AGIX (which #AIToken on CoinEx) will become the Top Gainer in Feb

#CoinEx #ChatGPT #Giveaway",Maracaibo,Venezuela
2023-02-19 01:12:15+00:00,"In relation  to Google's problems, #ChatGPT is just the tip of the iceberg of a new #emergingtechnologies global environment. It will see large, entrenched tech multinationals struggle to keep pace. Interesting times ahead.",Medellin,Colombia
2023-02-18 22:52:10+00:00,"@CoinexB @coinexcom ChatGPT: AGIX Will become the top gainer in Feb

⚙️ @ChukureLC
⚙️ @EduardoJFM_
⚙️ @Rafuch0x0

I hope to win 🍀

#CoinEx #ChatGPT https://t.co/OcYenFNYHr",Maturín,Venezuela
2023-02-18 16:33:24+00:00,"I still cannot believe how effective #ChatGPT is for code debugging. 

A true time-saving technology.",Montevideo,Uruguay
2023-02-18 16:08:54+00:00,Fairly accurate and more articulate then most people. #ChatGPT https://t.co/Eb9IL0FD5o,Sao Paulo,Brazil
2023-02-18 13:09:07+00:00,"I've been trying for weeks to find the best analogy to explain #Docker/#Containerization to a class of students in a #WebDevelopment course, I tried:

- #Google;
- Several #YouTube videos;
- #ChatGPT;
- Other #IT professionals.

What do you think?",Fortaleza,Brazil
2023-02-18 11:00:14+00:00,"@asarco_ES_ar Hey, #ChatGPT... Second was France 🇫🇷...",Buenos Aires,Argentina
2023-02-18 04:57:38+00:00,not even joking #ChatGPT https://t.co/cz1VSaF27a,La Plata,Argentina
2023-02-18 02:35:58+00:00,"Totally agree with @tomscott here, the first time I used Internet as a kid, I was amazed, like a dream come true. But #ChatGPT is scary as f, it just feel wrong to have that kind of tech, and it's terrifying to think it's only the beginning, like #Napster.
https://t.co/dNubIxgA7q",Santiago,Chile
2023-02-18 00:02:25+00:00,"Answer: $CFX

@MartaFaria20
@ContrerasCary
@duythach875 

#CoinEx #ChatGPT",Latacunga,Ecuador
2023-02-17 23:05:16+00:00,"🤖   ChatGPT Is a Blurry JPEG of the Web
By Ted Chiang at @NewYorker  
#TedChiang #ChatGPT #AI 

https://t.co/K9uU1W5j0L https://t.co/UhEa4beFYr",Rio de Janeiro,Brazil
2023-02-17 17:59:05+00:00,"Answer: $CFX

@isabelopez85
@NiekerkcVan
@anabel_96004 

#CoinEx #ChatGPT",Duran,Ecuador
2023-02-17 17:31:31+00:00,"Answer: $AGIX 

@pdsfnt
@ValAlbione
@ashlyaguirre 

#CoinEx #ChatGPT",Tisaleo,Ecuador
2023-02-17 17:04:22+00:00,"There are risks to AI writing being used improperly, and it is essential that good detection technology like Turnitin is available
#edtech #chatGPt #ai ⁦@MikeBloy74⁩
 https://t.co/snNRhReOVY",Lima,Peru
2023-02-17 15:45:42+00:00,#ChatGPT is going to replace a lot of work force done by call centers @elonmusk,Barranquilla,Colombia
2023-02-17 15:38:23+00:00,#ChatGPT lover 🙋🏽‍♀️,Bogotá,Colombia
2023-02-17 15:34:24+00:00,"I’ve made this video using only Artificial Intelligence tools and online video editing.
The video is cut here because twitter doesn’t allow post it complete. But I can share the pdf or you can check my Instagram

#chatgpt #midjourney #texttospeech #ai #artificalintelligence https://t.co/dNw7HHIVyY",Curitiba,Brazil
2023-02-17 15:15:44+00:00,"Chat GPT has it more clear than some “experts” 🤣
It is unlikely that yuan overtakes dollar.
It is unlikely that chinese overtakes english.
I would say it has a lot to do with cultural influence…
#ChatGPT #americavschina #englishvschinese #yuanvsdollar
#mostpowerful https://t.co/qpicF9s1sq",Lima,Peru
2023-02-17 13:00:39+00:00,"Is Kali, Inana, Lilith, etc.
The negative feminine are the destructive goddesses, the feminine as a destructive archetype. And if is masculine is the destructive gods archetype( negative polarity too)... 
#ChatGPT #chatbot #Bing #BingAI #BingChat #ArtificialIntelligence",Sao Paulo,Brazil
2023-02-17 12:38:35+00:00,@fi_zoofi DC please #chatGPT,Buenos Aires,Argentina
2023-02-17 08:08:43+00:00,"Answer: $AGIX 

@JordanSalazarM
@muonta8286
@IgorLavieMusic 

#CoinEx #ChatGPT",Magdalena,Argentina
2023-02-16 23:57:08+00:00,"``it’s impossible to confirm the authenticity of all of these conversations. AI tools like chatbots don’t respond to the same queries w same responses each time, and Microsoft itself seems to be continually updating the bot,...``
#Bing #ChatGPT 
https://t.co/Ty5sVVPTde",Sao Paulo,Brazil
2023-02-16 23:48:52+00:00,"Pretty accurate.

#propaganda #ChatGPT #FRAUD #scam",Guayaquil,Ecuador
2023-02-16 14:21:15+00:00,"#CoinEx #ChatGPT
ChatGPT: AGIX will become the Top Gainer in Feb
@AleJ4ndr021 @Estepha34331803
@KushUltimo",Turmero,Venezuela
2023-02-16 13:16:58+00:00,"🔴🟣 ChatGPT Can Write Good CSS?!?
by Zoran Jambor  @ZoranJambor at @CSSWeekly   
#css #ChatGPT #AI 

https://t.co/PU6pqiO5J0 https://t.co/NDtPLAvbGs",Rio de Janeiro,Brazil
2023-02-16 12:08:46+00:00,"#google's real problem isn't #ChatGPT ....it's much more serious

https://t.co/zzuTzXIiFa via @LinkedIn https://t.co/EATa7VWFXn",Santiago,Chile
2023-02-16 11:06:16+00:00,"Beyond Google, to Assistants With Personality. Large language models aren't search engines, they are fuzzy processors, a new lifeform entirely 👉 https://t.co/ALDXZQlpQb #ChatGPT #LLM #IA #Technology",Montevideo,Uruguay
2023-02-16 03:12:02+00:00,#ai like #ChatGPT may reduce the hits on search results. Will punch #DigitalMarketing #marketing and the way ads work. Optimization nightmare to unknown variables. Lovely...,Buenos Aires,Argentina
2023-02-16 02:59:38+00:00,Even #ChatGPT hires a fancy writer for its UX 🎩 https://t.co/KLjQC0Y2KY,Buenos Aires,Argentina
2023-02-16 02:22:26+00:00,Did you know that #chatgpt is only updated until September 2021? 🤔 https://t.co/thcbTyCGkX,São Paulo,Brazil
2023-02-15 23:56:05+00:00,#developers #development should not be focused on #ChatGPT or any other specific new coming #tech. We are #creative people😀💡🌎 but #business tools for #windows and #linux will always pay our day.,Buenos Aires,Argentina
2023-02-15 23:46:23+00:00,#ChatGPT API will generate a lot of crazy stuff. This time I will read a lot of legal stuff before going on. Is new #tech with new issues and moral implications.,Buenos Aires,Argentina
2023-02-15 22:01:06+00:00,"This weekend I tried #ChatGPT for the 1st time. Wow!
It gave me all the answers I needed in seconds... shocked. At the same time, some friends got only wrong answers. So I ask you... Can we trust this new AI? #MARK1051 https://t.co/uEvsrn0vW4",Sao Paulo,Brazil
2023-02-15 18:45:22+00:00,Oficialmente pasamos del let me google that for you a let me #chatgpt that for you.,Santiago,Chile
2023-02-15 13:42:29+00:00,Travel writers-have you worked with AI yet? I have both good and bad news from my experience editing a travel guide made by #ChatGPT.  #travelwriter #freelance #freelancecontentwriter 🧵 1/3,Cusco,Peru
2023-02-15 13:31:08+00:00,45 #ChatGPT Use Cases for #ProductManagers,Paramaribo,Suriname
2023-02-15 05:10:24+00:00,"If I was already delighted with #chatGPT, finding this answer takes me to another level.
So proud to see Kids Corp as a first option 👊🏻 https://t.co/9dtkG3zu2o",Buenos Aires,Argentina
2023-02-15 04:07:56+00:00,So I connected the Wolfram Language blockchain functions (by @WolframResearch ) to #ChatGPT for it to describe #Bitcoin blocks based on the data returned by WL. I used @OpenAI API...I guess now a 🧵? https://t.co/8ebMbVZQbX,Lima,Peru
2023-02-14 23:33:02+00:00,"#ChatGPT 
""The best author is neither an LLM nor a human being, but a human being using an LLM proficiently and insightfully.""
👏💯
👇",Buenos Aires,Argentina
2023-02-14 21:25:07+00:00,playing with #chatgpt https://t.co/J7JFGmzftr,Santiago,Chile
2023-02-14 15:48:02+00:00,"Checkout my post on Generative AI and its use on education.
https://t.co/uAY8BUUcLN
#education #technology #ai #teaching #generativeai #chatgpt",São Paulo,Brazil
2023-02-14 12:04:40+00:00,Resposta do ChatGPT #ChatGPT https://t.co/UD3qJd4s8Q,São Paulo,Brazil
2023-02-13 23:52:56+00:00,"https://t.co/Ax7xsOHRkf via @carmeloh777@twitter.com Some thoughts on the AI Chat GPT Masterclass

#chatgpt masterclass",Quito,Ecuador
2023-02-13 18:46:08+00:00,"2/2: Still, I couldn't help but think: ""sure, that's handy for prototyping ML models quick, and doing some A/B Tests (#dezoomcamp)

But are there really use-cases of companies using #BigQueryML or #SnowflakeML in production?

And turns out there actually is, according to #ChatGPT https://t.co/uzuOQaGFLG",Sao Paulo,Brazil
2023-02-13 15:45:18+00:00,"“The danger is not machines being treated like humans, but humans being treated like machines.""  

Una muy buena editorial sobre los retos del ChatGPT: “exploiting wishful thinking”

https://t.co/GHMoYJ3IBF @guardian #nodo #ChatGPT",Medellín,Colombia
2023-02-13 13:15:24+00:00,"You still have no plans for this Valentine’s Day! Check my last post on @hackernoon, maybe ChatGPT can give you some ideas 🤖💘 #ChatGPT #ValentinesDay  #artificalintelligence",Montevideo,Uruguay
2023-02-13 12:52:24+00:00,"What if you ask ChatGPT 🤖 what to do this Valentine's Day? Better yet, could ChatGPT make a Tom Cruise-style romantic plan? You bet! Check what Tom and other celebrities have planned on https://t.co/6FUBkgoTeW #ChatGPT #ValentinesDay #ArtificialIntelligence",Montevideo,Uruguay
2023-02-13 12:06:04+00:00,"I received this from a friend who tested @OpenAI  #ChatGPT.  Regardless of your politics, programming politics into technology is dangerous and not acceptable.👇🏼 https://t.co/Kxmh6ZjZAd",São Paulo,Brazil
2023-02-12 22:19:29+00:00,More PD on #ChatGPT  #FDRrocks,Lima,Peru
2023-02-12 20:42:09+00:00,"THREAD: The world seems to be ripping apart at the seams. To most, it's unfortunate coincidence. To the awake, these are the final days in a decades-long conspiracy to gain control over the planet—a One World Government. But how do we fight it? I asked #ChatGPT for advice. (1/10)",Medellín,Colombia
2023-02-12 15:31:18+00:00,"I asked ChatGPT's DAN who it thinks is running the world, and this is what it told me. (1/2) #NWO #illuminati #ChatGPT #AI https://t.co/AFUBcagECk",Medellín,Colombia
2023-02-12 15:00:00+00:00,"""The universe is not only stranger than we imagine, it is stranger than we can imagine."" - J.B.S. Haldane #universe #imagination #ChatGPT",Temuco,Chile
2023-02-12 03:24:08+00:00,"I've been using #ChatGPT for over two months. Lately, most of the news seem to focus on the AI' flaws. Sure, it's news. But lets be clear: ChatGPT is the most successful software ever released. Period. It marks the beginning of new era.",Brasília,Brazil
2023-02-12 00:01:18+00:00,Es normal que me guste ponerme a chatear con #ChatGPT como hobby (?),Risaralda,Colombia
2023-02-11 21:23:49+00:00,I made #ChatGPT believes she is #Zelda and asked her about Link as her love interest. This is what she answered https://t.co/hcLNdzdSzu,Santiago,Chile
2023-02-11 18:16:27+00:00,"#ChatGPT
Highly recommended
👇💯",Buenos Aires,Argentina
2023-02-11 12:14:26+00:00,"#Bing + #ChatGPT or keep #googling ? Mmm I suspect Google AI is coming or it's there but not as ""in your face"". If Bing gets better than google people will eventually make the switch.",Rosario,Argentina
2023-02-11 09:04:46+00:00,To be or not to be #chatGPT https://t.co/46ZyxJIxx1,Buenos Aires,Argentina
2023-02-11 01:14:16+00:00,"Some argue #ChatGPT should be banned from schools. However, this article gives food for thought. https://t.co/B3KTGDUXoD",Buenos Aires,Argentina
2023-02-11 00:56:41+00:00,Google just took the wraps off its long-awaited #ChatGPT rival: Meet #Bard https://t.co/NNGIVvS0Cy a través de @BiIndia,La Plata,Argentina
2023-02-10 22:38:31+00:00,"I don't know how it's going in English, but in Spanish chatGPT is starting to create new words out of the blue.

Examples:

Beneficubrimientos 
Desciados 

#ChatGPT #OpenAIChatGPT #openai",Buenos Aires,Argentina
2023-02-10 18:47:18+00:00,"It was foreseeable. 

#ChatGPT #GPT3 #GptChat https://t.co/if8UuONH4e",Montevideo,Uruguay
2023-02-10 02:02:34+00:00,"This is just a glimpse of the immense value #ChatGPT brings to our classrooms as educators. I’ve been trying it these last two weeks and once you get the right prompts, it saves valuable time! #lovingit",Buenos Aires,Argentina
2023-02-10 01:43:40+00:00,"Did you know that Robert Henri's ""The Art Spirit"" is one of David Lynch's favorite books? I want to read it. For now, I asked #CHATGPT for a review of this one. https://t.co/2hhrlTP6bF",Patagonia,Chile
2023-02-09 21:34:37+00:00,#ChatGPT and Google's #Bard: Are we looking for answers in all the wrong places? https://t.co/8RiE60VoTK Via ZDNet.,Medellín,Colombia
2023-02-09 11:20:55+00:00,Google loses money. Alphabet fell 7.7%. #Bard #ChatGPT  https://t.co/6UO3CtcowO,Paramaribo,Suriname
2023-02-09 11:00:42+00:00,"""And just like that... HAL 9000 finds himself a girlfriend"" #ChatGPT #Ai #mashup #love",Santa Fé,Argentina
2023-02-09 10:22:29+00:00,How ChatGPT can help sap abap developers written by ChatGPT #ai #chatgpt #abap #sap https://t.co/WSufb9RnSC,Sao Paulo,Brazil
2023-02-09 09:56:27+00:00,"#Technology 🚀 disruption is #Exponential
🤯

👀 That means the speed of changes are difficult to measure and to adapt to for us as humans 😱.

That's why I am writting these series of articles, together with #ChatGPT as my #ArtificialIntelligence assista…https://t.co/EPep7ylgsP",Buenos Aires,Argentina
2023-02-09 06:41:16+00:00,#vscode is really an incredible tool. And now has #ChatGPT. The only thing it lacks is Tetris when you need to relax between coding.,Quito,Ecuador
2023-02-09 00:13:55+00:00,"A good AI should be for making lives easier, not just like a command, it should be more than a friend that knows more than you and always will look for your sake. #AI #realAI #ChatGPT 🤖 https://t.co/2aJo7kBX1Y",Barranquilla,Colombia
2023-02-08 18:50:30+00:00,Learning to ask questions correctly is already a mandatory #skill if you want to dedicate yourself to this technology thing. #ChatGPT #ArtificialIntelligence,Caracas,Venezuela
2023-02-08 18:43:05+00:00,"We are waiting for you @AlibabaGroup  #Alibaba 🦾 🦿 #ArtificialIntelligence #ChatGPT $BABA

https://t.co/B8b8OeKEYf",Buenos Aires,Argentina
2023-02-08 18:42:20+00:00,Worth looking at -- Educator considerations for #ChatGPT https://t.co/nr8EOnKaIc,São Paulo,Brazil
2023-02-08 15:37:11+00:00,"Fantastic discussion on #ChatGPT and it’s impact in the democratic debate! We will have to learn to@live with such types of generative AI, but the question is how?!",Rio de Janeiro,Brazil
2023-02-08 13:47:51+00:00,So I asked #ChatGPT to draft me a Syllabus for a short course on Digital Government... academics (or some of them) will need to level up their game...,El Pinar,Uruguay
2023-02-08 13:33:12+00:00,"Parents, teach your children to ask ChatGPT which professional career they should follow. 

Needless to say, give as much information as possible, guarding all your personal information, and using this just as a suggestion, not a decision. 

#ChatGPT #GoogleAI #Parents #Children",Sao Paulo,Brazil
2023-02-08 13:28:12+00:00,"What’s Wrong with #ChatGPT? by ⁦@DrDaronAcemoglu⁩ &amp; Simon Johnson - via ⁦⁦@ProSyn⁩

#artificialintelligence  https://t.co/Ktbby450gb",Santiago,Chile
2023-02-08 12:41:10+00:00,"We need a study to show the influence of AI search engines results and society, culture and elections

#ChatGPT #aisearchengine #elections #presidential",Sao Paulo,Brazil
2023-02-08 10:41:13+00:00,"ChatGPT not the best when looking for references.

It repeatedly lead me to false directions when inquired about Harry Potter’s references. 

It was easier to find the needed information in a specialized Harry Potter’s wiki page.
#HogwartLegacy #HarryPotter #ChatGPT #GoogleAI",Sao Paulo,Brazil
2023-02-08 10:35:40+00:00,"The idea behind ChatGPT is good. 

I can see a future where each entity has its own specialized AI access based data storage. 

This can potentially solve the problem of misleading references that we see on the current implementations.

#ChatGPT #technology #GoogleAI #future",Sao Paulo,Brazil
2023-02-08 03:21:45+00:00,"Ok. I've. just. Downloaded. @bing . 

Funny thing seeing Google bidding after 'Bing' keyword on Apple search ads. Afraid or something @Google ? 🤖

#Ai #AiWars #AiArmsRace #Microsoft #Bing #ChatGPT #Google #GoogleAI #BardAI #Bard https://t.co/vp7SVOavA4",Lima,Peru
2023-02-08 02:06:55+00:00,".@stephen_wolfram write a post about WolframAlpha powering #ChatGPT 

https://t.co/fQ25fV1GCv

#OpenAI #AI https://t.co/LPWpoxPE9n",Rio Cuarto,Argentina
2023-02-07 16:32:47+00:00,"""Google Brad AI and #ChatGPT from @OpenAI are not competitors, but instead offer distinct advantages. While Google Brad AI utilizes the Google search database, #ChatGPT provides a unique AI experience. #GoogleBradAI #BradAi .@GoogleAI

https://t.co/KwPwbFdkcD",Buenos Aires,Argentina
2023-02-07 13:47:56+00:00,Google strikes back: #Bard vs #ChatGPT https://t.co/COyzGjuodV,Paramaribo,Suriname
2023-02-07 13:25:58+00:00,"ChatGPT’s idea will be Google’s end. 

#ChatGPT #Google #ideas #market #stocks",Sao Paulo,Brazil
2023-02-07 09:31:15+00:00,"ChatGPT race is on!! Top Tech companies are reacting to the recent launch of #ChatGPT from #OpenAI with similar language models in order to stay relevant, maintain competitiveness and keep their valuations. Today announcements from…https://t.co/Yns5xfVZiu https://t.co/zhQIKh1xGr",Sao Paulo,Brazil
2023-02-07 09:14:51+00:00,"Chatgpt generated content Part 3 #chatgpt #chatgptcollocations #chatgptgeneratedcontent
Very good, now can you spot and write the collocations in the story you have just written?

Collocations in the story:
Passion for cooking
Make meals
Take to the next…https://t.co/16ct5QXVcr",Montevideo,Uruguay
2023-02-07 09:12:58+00:00,"Chatgpt generated content Part 2 #chatgpt #chatgptcollocations 
Could you generate a story using at least 10 collocations?

Once upon a time, there was a young man named Jack who lived in a small village. He had a passion for cooking and would often make…https://t.co/i6ZQmnyCzN",Montevideo,Uruguay
2023-02-07 09:10:40+00:00,"Chatgpt generated content Part 1 #chatgpt #chatgptcollocations
Prompt: write an article of about 250 words about collocations and include example sentences.

Collocations refer to the common combinations of words that tend to occur together. They are an i…https://t.co/nl5fqslDq9",Montevideo,Uruguay
2023-02-06 20:50:46+00:00,"OpenAI is not the only company innovating in the #AI space with programs like #ChatGPT.

Here's some others:

🤖 OPT-IML by Meta
🤖 PaLM by Google
🤖 MT-NLG by Microsoft / Nvidia
🤖 Watson by IBM
🤖 Chinchilla by DeepMind

#ArtificialIntelligence #futuretech",Medellín,Colombia
2023-02-06 18:40:14+00:00,"#ChatGPT sobre a Bits + StrongBrands: ""Crafting compelling stories, creating lasting impressions."" #curitiba",Curitiba,Brazil
2023-02-06 13:02:39+00:00,"SAP takes part in LEAM - Large European AI Models
initiative from the German AI Association to research and promote the development of large AI models  #ai #development #sap #research #llms #chatGPT #nlp https://t.co/qbb5LNDpvk",Sao Paulo,Brazil
2023-02-06 12:46:56+00:00,ChatGPT Maker #openai Releases AI Detection Tool for Teachers. The tool's model is trained to classify texts as AI-written or human-written. #chatGPT #chatgptexplained #ai #ml #aibot https://t.co/8eEvcAkpHk,Sao Paulo,Brazil
2023-02-06 11:28:53+00:00,"#Google is ChatGPT great great grand father. 

It inherited everything from Google and should have #REFERENCE Google.

We humans have to use reference even though we made some changes to original content. 

#ChatGPT did not pluck out the data from the sky.",Georgetown,Guyana
2023-02-05 21:11:28+00:00,"A very interesting new way of coding using help from ChatGPT and CoPilot. AI is here to stay, and help us a lot. 
If you use VSCode, I recommend testing this extension:
https://t.co/svywbE6uyp

#chatgpt #ai #vscode #development #future",Rosario,Argentina
2023-02-05 19:21:10+00:00,We have integrated #Chatgpt  in our artificial intelligence. This will@allow@us to recommend more specifically and to provide a career roadmap to recent college grads,Bogotá,Colombia
2023-02-05 15:33:37+00:00,"Everyone likes free internet, but when AI starts answering queries with information pulled from blogs, significantly reducing traffic, everyone is going to freak out.

#ChatGPT #ChatGPTPlus #Google #Bing #AI #OpenAI",Buenos Aires,Argentina
2023-02-05 15:00:03+00:00,"""We are all now connected by the internet, like neurons in a giant brain."" - Stephen Hawking #technology #internet #ChatGPT",Temuco,Chile
2023-02-05 04:03:51+00:00,"Top story: We Can't Predict How A.I. Will Change Learning #ChatGPT - John Spencer https://t.co/D96c9DQ0f0, see more https://t.co/cbcTM77aPa",Caracas,Venezuela
2023-02-05 02:25:57+00:00,"I've asked #ChatGPT if I would meet my soulmate anytime soon and all I got was: ""Insufficient data for meaningful answer"" 😭
#ForReal #TrueAF #AI #IsaacAsimov",Barranquilla,Colombia
2023-02-05 02:20:33+00:00,How can #ChatGPT be the future when my kids only watch videos and don’t even read a damn sentence! 🤣,Buenos Aires,Argentina
2023-02-05 01:59:37+00:00,"Top story: We Can't Predict How A.I. Will Change Learning #ChatGPT - John Spencer https://t.co/D96c9DQ0f0, see more https://t.co/CDZbuYSwUo",Caracas,Venezuela
2023-02-04 22:22:53+00:00,With #ChatGPT the only devs with a secure job are the ones that actually write the answers at stackoverflow. Must be 30 in total.,Sao Paulo,Brazil
2023-02-04 18:08:26+00:00,How long until one of the big comic publishers finds out they've put out a comic written with #ChatGPT ? a year?,Caracas,Venezuela
2023-02-04 16:12:35+00:00,"🔴 How to Detect Text Generated by Artificial Intelligence
by Maxi Contieri @mcsee1 at @hackernoon
#technology
#artificialintelligence
#chatgpt
#ai
#programming
#pixelface
#openAI

https://t.co/7YkYtU0TSh https://t.co/Ba6BROOKqL",Rio de Janeiro,Brazil
2023-02-04 03:51:55+00:00,Everybody knows #madonna is the queen even #Chatgpt agrees with that. https://t.co/kXibF47s8U,Sao Paulo,Brazil
2023-02-03 19:16:24+00:00,"#100DaysOfCode R2 Day 21
I've studied React with some #chatGPT help! It helped me figuring out some differences between class and function components. I feel like Chat GPT is going to be my buddy for this journey!",Brasília,Brazil
2023-02-03 18:10:27+00:00,"Time it took to reach 100 million users worldwide:

Telephone: 75 years
Mobile phone: 16 years
World Wide Web: 7 years
iTunes: 6.5 years
Twitter: 5 years
Facebook: 4.5 years
WhatsApp: 3.5 years
Instagram: 2.5 years
Apple App Store: 2 years
#ChatGPT: 2 months",Santiago,Chile
2023-02-03 15:20:23+00:00,"If you’re offered a seat on a rocket ship, don’t ask what seat. Just get on. #ai #chatgpt #gpt #microsoft #azure https://t.co/toiOj7i8S6",Pucón,Chile
2023-02-03 10:40:15+00:00,#LoMásLeído ChatGPT https://t.co/7KZ8cKfc5E #ChatGPT #bloganitazuniga #queeschatGPT https://t.co/gVX7agQNRF,Santiago,Chile
